Nomor,KP,Jumlah,Entri,Tipe,Pembentukan,,,,
124695.2,v,,ter- + <angker>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124696,v,2,terangku,dasar,,,,,
124696.1,x,,[ter-:te-] + <rangku>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124696.2,x,,ter- + <angku>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124696.3,v,,<terang> + -ku,bentukan,[32] [SFS] -ku + (<all>),,,,
124696.4,x,,[ter-:te-] + <rang> + -ku,bentukan,[20] ter- + (r) + (-kan;-i;-an) => [32] [SFS] -ku + (<all>),,,,
124696.5,x,,ter- + <ang> + -ku,bentukan,[22] ter- + (<others>) + (-i;-kan;-an) => [32] [SFS] -ku + (<all>),,,,
,,,,,,,,,
124697,k,0,terangkuh,dasar,,,,,
124697.1,x,,[ter-:te-] + <rangkuh>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124697.2,v,,ter- + <angkuh>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124698,k,73,terangkum,dasar,,,,,
124698.1,v,,[ter-:te-] + <rangkum>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124698.2,x,,ter- + <angkum>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124699,k,0,terangkup,dasar,,,,,
124699.1,v,,[ter-:te-] + <rangkup>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124699.2,x,,ter- + <angkup>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124700,k,0,terangkup-angkup,dasar,,,,,
124700.1,v,,ter- + <angkup> [-] <r>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an) => [49] [RD] ter-|,,,,
,,,,,,,,,
124701,k,36,terangkut,dasar,,,,,
124701.1,x,,[ter-:te-] + <rangkut>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124701.2,v,,ter- + <angkut>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124702,v,3,teranglah,dasar,,,,,
124702.1,x,,[ter-:te-] + <ranglah>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124702.2,x,,ter- + <anglah>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124702.3,v,,<terang> + -lah,bentukan,[31] [FS] -lah + (<all>),,,,
124702.4,x,,[ter-:te-] + <rang> + -lah,bentukan,[20] ter- + (r) + (-kan;-i;-an) => [31] [FS] -lah + (<all>),,,,
124702.5,x,,ter- + <ang> + -lah,bentukan,[22] ter- + (<others>) + (-i;-kan;-an) => [31] [FS] -lah + (<all>),,,,
,,,,,,,,,
124703,v,276,terangnya,dasar,,,,,
124703.1,x,,[ter-:te-] + <rangnya>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124703.2,x,,ter- + <angnya>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124703.3,v,,<terang> + -nya,bentukan,[34] [SFS] -nya + (<all>),,,,
124703.4,x,,[ter-:te-] + <rang> + -nya,bentukan,[20] ter- + (r) + (-kan;-i;-an) => [34] [SFS] -nya + (<all>),,,,
124703.5,x,,ter- + <ang> + -nya,bentukan,[22] ter- + (<others>) + (-i;-kan;-an) => [34] [SFS] -nya + (<all>),,,,
,,,,,,,,,
124704,k,26,terangsang,dasar,,,,,
124704.1,v,,[ter-:te-] + <rangsang>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124704.2,x,,ter- + <angsang>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124705,k,40,teraniaya,dasar,,,,,
124705.1,x,,[ter-:te-] + <raniaya>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124705.2,v,,ter- + <aniaya>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124706,k,0,teranja-anja,dasar,,,,,
124706.1,v,,ter- + <anja> [-] <r>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an) => [49] [RD] ter-|,,,,
,,,,,,,,,
124707,k,0,teranjur,dasar,,,,,
124707.1,x,,[ter-:te-] + <ranjur>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124707.2,v,,ter- + <anjur>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124708,k,0,terantai,dasar,,,,,
124708.1,x,,[ter-:te-] + <ranta> + -i,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124708.2,v,,[ter-:te-] + <rantai>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124708.3,x,,ter- + <anta> + -i,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124708.4,x,,ter- + <antai>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124708.5,x,,<teranta> + -i,bentukan,[28] [S] -i + (<all>),,,,
,,,,,,,,,
124709,k,0,terantar,dasar,,,,,
124709.1,x,,[ter-:te-] + <rantar>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124709.2,v,,ter- + <antar>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124710,k,0,terantik,dasar,,,,,
124710.1,x,,[ter-:te-] + <rantik>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124710.2,v,,ter- + <antik>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124711,k,12,terantisipasi,dasar,,,,,
124711.1,x,,[ter-:te-] + <rantisipas> + -i,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124711.2,x,,[ter-:te-] + <rantisipasi>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124711.3,x,,ter- + <antisipas> + -i,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124711.4,v,,ter- + <antisipasi>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124711.5,x,,<terantisipas> + -i,bentukan,[28] [S] -i + (<all>),,,,
,,,,,,,,,
124712,k,33,terantuk,dasar,,,,,
124712.1,x,,[ter-:te-] + <rantuk>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124712.2,v,,ter- + <antuk>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124713,v,7,terantuk-antuk,dasar,,,,,
124713.1,v,,ter- + <antuk> [-] <r>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an) => [49] [RD] ter-|,,,,
,,,,,,,,,
124714,k,0,teranulir,dasar,,,,,
124714.1,x,,[ter-:te-] + <ranulir>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124714.2,v,,ter- + <anulir>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124715,k,0,teranyam,dasar,,,,,
124715.1,x,,[ter-:te-] + <ranyam>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124715.2,v,,ter- + <anyam>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124716,k,88,teranyar,dasar,,,,,
124716.1,x,,[ter-:te-] + <ranyar>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124716.2,v,,ter- + <anyar>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124717,v,11,teranyarnya,dasar,,,,,
124717.1,x,,[ter-:te-] + <ranyarnya>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124717.2,x,,ter- + <anyarnya>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124717.3,x,,<teranyar> + -nya,bentukan,[34] [SFS] -nya + (<all>),,,,
124717.4,x,,[ter-:te-] + <ranyar> + -nya,bentukan,[20] ter- + (r) + (-kan;-i;-an) => [34] [SFS] -nya + (<all>),,,,
124717.5,v,,ter- + <anyar> + -nya,bentukan,[22] ter- + (<others>) + (-i;-kan;-an) => [34] [SFS] -nya + (<all>),,,,
,,,,,,,,,
124718,k,16,terap,dasar,,,,,
124718.1,x,,[ter-:te-] + <rap>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124718.2,x,,ter- + <ap>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124719,k,152,terapan,dasar,,,,,
124719.1,x,,[ter-:te-] + <rap> + -an,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124719.2,x,,[ter-:te-] + <rapan>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124719.3,x,,ter- + <ap> + -an,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124719.4,x,,ter- + <apan>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124719.5,v,,<terap> + -an,bentukan,[38] [S] -an + (<all>),,,,
,,,,,,,,,
124720,k,0,terapang,dasar,,,,,
124720.1,x,,[ter-:te-] + <rapang>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124720.2,x,,ter- + <apang>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124721,v,3,terapannya,dasar,,,,,
124721.1,x,,[ter-:te-] + <rapannya>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124721.2,x,,ter- + <apannya>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124721.3,x,,<terapan> + -nya,bentukan,[34] [SFS] -nya + (<all>),,,,
124721.4,x,,[ter-:te-] + <rap> + -an + -nya,bentukan,[20] ter- + (r) + (-kan;-i;-an) => [34] [SFS] -nya + (<all>),,,,
124721.5,x,,[ter-:te-] + <rapan> + -nya,bentukan,[20] ter- + (r) + (-kan;-i;-an) => [34] [SFS] -nya + (<all>),,,,
124721.6,x,,ter- + <ap> + -an + -nya,bentukan,[22] ter- + (<others>) + (-i;-kan;-an) => [34] [SFS] -nya + (<all>),,,,
124721.7,x,,ter- + <apan> + -nya,bentukan,[22] ter- + (<others>) + (-i;-kan;-an) => [34] [SFS] -nya + (<all>),,,,
124721.8,v,,<terap> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),,,,
,,,,,,,,,
124722,v,2,terapat,dasar,,,,,
124722.1,v,,[ter-:te-] + <rapat>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124722.2,x,,ter- + <apat>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124723,d,0,terapetik,dasar,,,,,
124723.1,x,,[ter-:te-] + <rapetik>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124723.2,x,,ter- + <apetik>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124724,k,39,terapeutik,dasar,,,,,
124724.1,x,,[ter-:te-] + <rapeutik>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124724.2,x,,ter- + <apeutik>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124725,k,568,terapi,dasar,,,,,
124725.1,x,,[ter-:te-] + <rap> + -i,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124725.2,x,,[ter-:te-] + <rapi>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124725.3,x,,ter- + <ap> + -i,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124725.4,x,,ter- + <api>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124725.5,x,,<terap> + -i,bentukan,[28] [S] -i + (<all>),,,,
,,,,,,,,,
124726,k,0,terapi aferesis ozon oksigen,dasar,,,,,
124726.1,x,,[ter-:te-] + <rapi aferesis ozon oksigen>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124726.2,x,,ter- + <api aferesis ozon oksigen>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124727,k,0,terapi aroma,dasar,,,,,
124727.1,x,,[ter-:te-] + <rapi aroma>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124727.2,x,,ter- + <api aroma>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124728,k,0,terapi bahasa,dasar,,,,,
124728.1,x,,[ter-:te-] + <rapi bahasa>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124728.2,x,,ter- + <api bahasa>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124729,k,0,terapi bermain,dasar,,,,,
124729.1,x,,[ter-:te-] + <rapi bermain>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124729.2,x,,ter- + <api bermain>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124730,k,0,terapi ekspresif,dasar,,,,,
124730.1,x,,[ter-:te-] + <rapi ekspresif>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124730.2,x,,ter- + <api ekspresif>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124731,k,0,terapi es,dasar,,,,,
124731.1,x,,[ter-:te-] + <rapi es>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124731.2,x,,ter- + <api es>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124732,k,0,terapi fisik,dasar,,,,,
124732.1,x,,[ter-:te-] + <rapi fisik>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124732.2,x,,ter- + <api fisik>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124733,k,0,terapi gen,dasar,,,,,
124733.1,x,,[ter-:te-] + <rapi gen>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124733.2,x,,ter- + <api gen>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124734,k,0,terapi gizi,dasar,,,,,
124734.1,x,,[ter-:te-] + <rapi giz> + -i,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124734.2,x,,[ter-:te-] + <rapi gizi>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124734.3,x,,ter- + <api giz> + -i,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124734.4,x,,ter- + <api gizi>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124734.5,x,,<terapi giz> + -i,bentukan,[28] [S] -i + (<all>),,,,
,,,,,,,,,
124735,k,0,terapi herba,dasar,,,,,
124735.1,x,,[ter-:te-] + <rapi herba>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124735.2,x,,ter- + <api herba>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
,,,,,,,,,
124736,k,0,terapi hewan kesayangan,dasar,,,,,
124736.1,x,,[ter-:te-] + <rapi hewan kesayang> + -an,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124736.2,x,,[ter-:te-] + <rapi hewan kesayangan>,bentukan,[20] ter- + (r) + (-kan;-i;-an),,,,
124736.3,x,,ter- + <api hewan kesayang> + -an,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124736.4,x,,ter- + <api hewan kesayangan>,bentukan,[22] ter- + (<others>) + (-i;-kan;-an),,,,
124736.5,x,,<terapi hewan kesayang> + -an,bentukan,[38] [S] -an + (<all>),,,,
